Id,ClosedAccount,Age,Gender,Education,CivilState,Salary,Product,NumMonthsBeingClient,NumProductsClient,NumMonthsWithoutOperating,CreditLimit,CreditNotPayed,SumTransactionAmount,NumTransactions
720540708,NO,53.0,F,Uneducated,Married,Less than $40K,1,42,3,2,2773.0,1507.0,1197,25
720904233,NO,53.0,M,Graduate,Married,$80K - $120K,1,41,3,3,16033.0,560.0,1158,31
720863133,NO,65.0,M,Graduate,Married,Less than $40K,1,54,5,3,3213.0,2517.0,1855,39
714957108,NO,33.0,F,High School,Divorced,Less than $40K,1,26,5,1,3616.0,0.0,3133,72
790102008,NO,37.0,M,Doctorate,Single,$60K - $80K,1,30,6,1,5924.0,1023.0,3305,80
781933983,NO,47.0,M,Graduate,Married,$40K - $60K,1,41,5,3,14535.0,0.0,2970,76
712643358,NO,59.0,F,High School,Married,Less than $40K,1,49,6,2,2833.0,1609.0,1335,23
716686158,NO,59.0,F,Post-Graduate,Married,Less than $40K,1,49,5,2,1479.0,601.0,1621,32
806894133,NO,34.0,F,Post-Graduate,Single,Unknown,1,29,3,1,1617.0,1347.0,2546,55
721344858,NO,26.0,M,Uneducated,Single,Less than $40K,1,13,4,4,2237.0,451.0,2192,36
813230208,NO,45.0,M,College,Single,$120K +,1,40,3,3,2900.0,1782.0,4686,64
716835033,NO,54.0,F,Graduate,Married,Unknown,1,45,4,3,13126.0,2086.0,1836,37
787500333,NO,52.0,M,Post-Graduate,Single,$80K - $120K,1,40,6,1,8695.0,1407.0,2030,58
768582033,NO,47.0,M,High School,Married,$40K - $60K,1,41,6,3,6692.0,1897.0,3902,76
713992158,NO,57.0,F,Unknown,Married,Less than $40K,1,36,3,1,2159.0,1004.0,1353,30
719916408,NO,34.0,M,Graduate,Married,$60K - $80K,1,27,5,2,2501.0,1909.0,1850,34
789433758,NO,36.0,M,College,Married,$80K - $120K,1,27,3,3,6338.0,2379.0,1715,39
785011383,YES,36.0,F,Uneducated,Divorced,$40K - $60K,1,30,1,3,2190.0,0.0,1412,38
719283633,NO,57.0,F,Uneducated,Married,$40K - $60K,1,49,4,2,7578.0,1628.0,1325,29
710816358,NO,29.0,M,Post-Graduate,Married,Less than $40K,1,18,4,3,2963.0,1466.0,2523,48
779653458,NO,37.0,M,Graduate,Married,$80K - $120K,1,20,3,3,8260.0,2077.0,2323,47
716382708,YES,46.0,F,Graduate,Single,Less than $40K,1,36,3,4,8309.0,858.0,1165,35
710387583,NO,55.0,M,High School,Married,$80K - $120K,1,35,5,1,3864.0,1901.0,1018,32
718772133,NO,56.0,M,Graduate,Married,$80K - $120K,1,47,6,3,10230.0,1082.0,1484,34
711224733,NO,32.0,M,High School,Married,$120K +,1,27,3,3,22382.0,0.0,695,10
718360083,NO,39.0,M,Uneducated,Married,$120K +,1,36,6,3,25790.0,1798.0,2443,70
716102583,NO,63.0,F,Graduate,Married,Less than $40K,1,53,6,1,2675.0,2517.0,1959,56
720673008,NO,49.0,F,Unknown,Divorced,Less than $40K,1,38,3,3,1652.0,812.0,1771,47
708459633,NO,38.0,M,High School,Married,$60K - $80K,1,26,4,1,5815.0,1698.0,1604,42
712868733,NO,60.0,M,Uneducated,Married,Less than $40K,1,52,5,1,2595.0,2189.0,1562,27
713790708,NO,38.0,M,Uneducated,Married,$60K - $80K,1,36,5,2,3421.0,2308.0,2269,39
717648783,NO,63.0,M,High School,Married,$80K - $120K,1,51,4,2,6922.0,1704.0,1449,28
714709983,NO,43.0,F,College,Married,Less than $40K,1,36,6,2,6979.0,898.0,1665,44
819409608,NO,39.0,F,Graduate,Married,Less than $40K,1,34,4,3,2594.0,0.0,1457,43
717585858,NO,35.0,F,High School,Single,Unknown,1,24,5,2,16915.0,1679.0,2795,55
791856033,YES,45.0,M,College,Divorced,$80K - $120K,1,39,3,4,34516.0,0.0,1041,27
714474483,NO,35.0,F,Graduate,Married,$40K - $60K,1,29,4,2,2523.0,1877.0,2005,50
716448783,YES,48.0,F,Graduate,Married,$40K - $60K,1,39,2,4,6235.0,0.0,1225,34
711065133,NO,26.0,M,High School,Single,$40K - $60K,1,13,6,2,1473.0,0.0,2099,39
713769258,NO,36.0,M,College,Married,$120K +,1,26,3,2,17116.0,939.0,2547,45
712288158,NO,37.0,M,College,Married,$80K - $120K,1,17,5,3,4631.0,1991.0,2864,37
714130233,NO,39.0,M,Unknown,Married,$60K - $80K,1,19,3,3,3047.0,2150.0,1602,37
789127533,NO,49.0,M,High School,Divorced,$80K - $120K,1,37,5,2,32338.0,1664.0,3013,83
717038733,NO,56.0,M,Uneducated,Married,$60K - $80K,1,36,5,3,2253.0,1375.0,1324,38
804840033,NO,45.0,M,College,Married,$60K - $80K,1,38,4,6,16611.0,0.0,1960,48
709363383,NO,34.0,M,High School,Single,Unknown,1,36,3,4,22886.0,836.0,2652,61
789760233,NO,29.0,M,Unknown,Divorced,$80K - $120K,1,14,6,3,3544.0,0.0,2435,63
712058958,NO,28.0,M,High School,Single,Less than $40K,1,19,3,3,3480.0,0.0,2744,75
708295533,NO,65.0,F,Post-Graduate,Married,Less than $40K,1,56,5,3,3549.0,1880.0,1215,22
817686633,NO,26.0,F,College,Single,Less than $40K,1,15,5,2,1438.3,737.0,2856,39
713738883,NO,57.0,F,Uneducated,Married,Less than $40K,1,36,6,2,3136.0,1422.0,1260,34
721310283,NO,47.0,M,Graduate,Single,$120K +,1,36,6,2,34516.0,933.0,1804,32
803132733,NO,54.0,F,Graduate,Married,Less than $40K,1,48,4,3,6814.0,1570.0,1339,30
779852133,NO,48.0,M,Unknown,Married,$120K +,2,32,3,2,34516.0,2098.0,3093,66
716210283,NO,36.0,F,High School,Married,Unknown,1,36,6,3,8500.0,2517.0,1618,37
711615933,NO,43.0,M,Graduate,Married,$80K - $120K,1,33,3,3,28170.0,1859.0,1013,28
785311158,NO,54.0,F,Graduate,Single,Less than $40K,1,48,6,1,6610.0,928.0,3328,69
717267108,NO,37.0,M,College,Single,$60K - $80K,1,26,6,3,15755.0,1410.0,2061,61
711636558,NO,,M,Graduate,Married,$80K - $120K,1,36,5,3,2711.0,2073.0,1567,42
717504258,NO,38.0,M,College,Married,$40K - $60K,1,25,4,1,3735.0,1199.0,1573,35
718242333,NO,36.0,M,Graduate,Single,$80K - $120K,1,36,5,3,10216.0,1822.0,2568,69
771844458,NO,40.0,F,Graduate,Married,Unknown,1,28,6,1,20420.0,1657.0,1804,41
708892833,NO,37.0,M,Graduate,Married,$120K +,1,30,2,4,13662.0,0.0,725,22
779465358,NO,26.0,F,High School,Single,Unknown,1,13,4,3,3038.0,1460.0,2243,38
720191883,NO,45.0,M,High School,Single,$60K - $80K,1,35,5,3,7050.0,659.0,1236,36
710934033,NO,26.0,M,High School,Single,Less than $40K,1,13,6,1,1775.0,1162.0,2169,43
714473658,NO,42.0,M,Graduate,Single,$40K - $60K,1,30,6,2,8960.0,1054.0,1488,26
716569983,NO,33.0,M,College,Married,$80K - $120K,1,36,3,1,2355.0,1773.0,1765,27
789833583,NO,57.0,F,High School,Married,$40K - $60K,1,47,5,2,6803.0,1332.0,1476,30
818923158,NO,55.0,M,Graduate,Married,$60K - $80K,1,50,5,2,2145.0,1207.0,1275,31
716596308,NO,40.0,M,Uneducated,Single,$80K - $120K,1,36,5,2,3919.0,1640.0,1872,51
716620458,NO,32.0,M,High School,Single,Less than $40K,1,23,3,2,4500.0,0.0,2439,63
710251608,NO,62.0,F,High School,Married,Less than $40K,1,54,3,3,2941.0,1173.0,1453,27
710633808,NO,26.0,M,Graduate,Single,$60K - $80K,1,13,3,3,7102.0,0.0,2411,41
719318583,YES,37.0,M,High School,Married,Less than $40K,1,26,3,3,6866.0,2389.0,862,13
819202533,NO,57.0,M,Doctorate,Married,$80K - $120K,1,52,3,2,10378.0,1540.0,1306,32
827360883,NO,47.0,F,High School,Married,Unknown,1,43,4,3,13473.0,1335.0,1593,46
771196083,NO,47.0,M,Graduate,Married,,1,34,6,3,18178.0,0.0,1837,37
809962908,NO,48.0,F,Graduate,Single,Unknown,1,43,5,3,8171.0,852.0,1909,52
788965683,NO,49.0,F,Uneducated,Married,Less than $40K,1,36,6,3,1438.3,0.0,2170,41
817142433,NO,35.0,M,Graduate,Married,$80K - $120K,1,20,5,3,8082.0,2307.0,1725,29
716993058,NO,57.0,M,Unknown,Divorced,$60K - $80K,1,48,5,2,24589.0,1640.0,4291,78
771040758,NO,62.0,F,Graduate,Single,Unknown,2,49,5,1,30310.0,0.0,3703,91
713309583,NO,55.0,F,College,Married,Less than $40K,1,36,6,3,2967.0,2129.0,2177,59
710273658,NO,36.0,M,Graduate,Married,$60K - $80K,1,17,5,2,3092.0,1825.0,2883,61
771429408,NO,54.0,M,High School,Married,$80K - $120K,1,42,5,3,1618.0,668.0,1515,31
719452308,NO,30.0,F,Graduate,Married,Less than $40K,1,23,5,2,2498.0,1632.0,2048,35
818908833,NO,46.0,M,Graduate,Married,$40K - $60K,1,41,5,2,2564.0,0.0,2038,45
780998133,NO,43.0,M,Graduate,Married,$80K - $120K,1,34,3,4,10540.0,1489.0,1980,45
801726933,NO,34.0,M,Graduate,Married,$120K +,1,28,4,3,13384.0,1853.0,1899,33
788474658,NO,55.0,M,Graduate,Married,$80K - $120K,1,48,5,2,16208.0,1278.0,1842,56
708438033,NO,36.0,F,Unknown,Married,Less than $40K,1,27,3,3,3049.0,2198.0,2617,48
710562258,NO,44.0,M,Graduate,Married,$80K - $120K,1,33,5,4,19214.0,0.0,3407,47
770764908,NO,39.0,M,Unknown,Married,$60K - $80K,1,25,5,2,3071.0,2517.0,1765,36
814776033,NO,34.0,M,Graduate,Single,$80K - $120K,1,29,3,1,13395.0,1678.0,2650,69
715057383,NO,40.0,M,Graduate,Married,$60K - $80K,1,31,6,3,17126.0,1201.0,3891,79
717970158,NO,42.0,M,College,Single,$60K - $80K,1,36,5,3,8083.0,0.0,3942,84
715168008,NO,36.0,M,Graduate,Divorced,$40K - $60K,1,28,4,2,8995.0,1547.0,2398,61
720802833,NO,26.0,F,High School,Single,Less than $40K,1,13,3,2,2404.0,1198.0,2692,63
789370383,NO,42.0,M,High School,Married,$40K - $60K,1,32,4,2,2807.0,1845.0,1346,26
711782733,NO,55.0,M,Graduate,Married,$40K - $60K,1,36,3,3,3097.0,827.0,1390,24
709000008,NO,45.0,M,Unknown,Single,$80K - $120K,1,37,6,2,10651.0,672.0,2073,54
719381733,NO,,M,High School,Single,$60K - $80K,1,47,5,2,2175.0,1404.0,3994,64
771169458,NO,41.0,M,College,Married,$120K +,1,28,5,3,28020.0,1470.0,1723,36
709974108,NO,35.0,F,Graduate,Single,Less than $40K,1,23,4,3,2640.0,1051.0,3116,80
757024233,NO,34.0,M,Graduate,Single,$120K +,1,27,3,1,31313.0,2152.0,2555,62
768928833,NO,37.0,M,High School,Married,$80K - $120K,1,31,3,2,7304.0,0.0,2717,63
720504633,YES,46.0,M,Uneducated,Unknown,$60K - $80K,1,32,6,2,3254.0,0.0,967,24
812441358,NO,26.0,M,College,Divorced,$40K - $60K,1,21,3,3,1438.3,0.0,2660,89
713287608,NO,54.0,,High School,Married,Less than $40K,1,41,5,4,3161.0,1220.0,2412,62
711357858,YES,,F,Graduate,Single,Less than $40K,1,36,5,3,7246.0,0.0,777,13
715478733,NO,56.0,F,Graduate,Married,Less than $40K,1,36,5,4,3088.0,2517.0,2292,54
780382008,NO,42.0,F,Unknown,Single,Less than $40K,2,32,6,3,13719.0,1384.0,3774,63
715749858,NO,30.0,M,Unknown,Married,$40K - $60K,1,18,5,1,4726.0,1380.0,1723,31
710951808,NO,32.0,M,Unknown,Married,Less than $40K,1,36,5,3,6100.0,1520.0,1668,32
713469333,NO,40.0,M,High School,Single,$80K - $120K,1,28,6,2,19279.0,1427.0,1777,56
719243808,NO,33.0,F,Graduate,Married,Less than $40K,1,20,3,2,3792.0,1625.0,1888,39
772202058,NO,64.0,M,Graduate,Married,Less than $40K,1,53,3,3,2084.0,1647.0,1597,37
711346383,NO,33.0,M,High School,Single,$80K - $120K,1,28,4,3,34516.0,0.0,2804,70
711405333,NO,52.0,M,Post-Graduate,Married,$80K - $120K,1,43,5,2,6849.0,2126.0,1651,43
778407033,NO,59.0,F,Uneducated,Married,Less than $40K,1,39,6,3,2417.0,1932.0,2367,50
714862083,NO,41.0,F,Uneducated,Single,Unknown,1,33,6,4,5802.0,2490.0,3386,53
711199008,NO,38.0,M,Unknown,Married,$40K - $60K,1,31,3,2,2919.0,2192.0,2399,57
709858533,NO,29.0,M,Graduate,Divorced,Less than $40K,1,20,4,1,2462.0,2021.0,2320,57
718627458,NO,43.0,F,Doctorate,Married,Unknown,1,38,3,4,1947.0,0.0,2119,52
711816108,YES,40.0,M,High School,Single,$80K - $120K,1,29,2,2,18563.0,0.0,2395,45
717105258,NO,37.0,F,Graduate,Married,Less than $40K,1,36,3,3,3992.0,1289.0,2181,32
715822008,NO,32.0,M,High School,Married,Less than $40K,1,14,4,2,3568.0,2175.0,1913,35
714971583,NO,36.0,M,Graduate,Single,$60K - $80K,1,27,3,3,7776.0,831.0,3063,87
713663508,YES,58.0,M,High School,Unknown,$40K - $60K,1,42,3,2,1438.3,0.0,1088,22
709025583,NO,53.0,M,High School,Married,$80K - $120K,1,36,3,3,9355.0,715.0,1138,38
812809083,NO,37.0,F,Unknown,Single,Unknown,1,32,3,4,19636.0,1566.0,2595,58
714073983,NO,47.0,M,Unknown,Single,$40K - $60K,1,36,6,3,7327.0,0.0,1788,46
789297558,NO,36.0,M,Uneducated,Single,$120K +,1,25,6,3,,1932.0,2602,51
710375283,NO,26.0,F,Uneducated,Single,$40K - $60K,1,18,4,3,2033.0,1471.0,2236,55
712189233,NO,38.0,F,Graduate,Married,$40K - $60K,1,20,5,1,5153.0,2517.0,3095,63
713767383,NO,32.0,F,High School,Married,$40K - $60K,1,22,4,2,2062.0,1665.0,2397,41
797414733,NO,37.0,F,Graduate,Single,Less than $40K,1,31,3,3,2005.0,1517.0,2439,61
712452033,NO,26.0,M,Unknown,Single,Less than $40K,1,13,6,2,2479.0,828.0,2225,44
714151533,NO,55.0,F,Graduate,Married,$40K - $60K,1,46,5,4,4589.0,1622.0,1569,33
720440583,NO,35.0,M,Unknown,Married,$80K - $120K,1,36,6,2,2263.0,1188.0,1927,47
787494783,NO,58.0,M,High School,Married,$60K - $80K,1,46,5,3,8184.0,1205.0,2140,49
819966033,NO,32.0,M,Graduate,Single,Unknown,1,27,6,3,9238.0,0.0,2522,68
710297133,NO,47.0,M,High School,Married,$80K - $120K,1,36,6,3,30210.0,1194.0,3503,65
793355508,NO,32.0,M,Graduate,Single,Less than $40K,1,26,6,3,6942.0,0.0,2657,71
708580908,NO,,M,High School,Married,$60K - $80K,1,37,3,3,14551.0,2517.0,1373,35
719826333,NO,34.0,F,Doctorate,Single,Less than $40K,1,13,5,1,1438.3,0.0,2557,67
780689733,NO,65.0,M,Unknown,Single,Unknown,1,56,3,2,11332.0,633.0,2758,56
744764433,NO,55.0,M,Uneducated,Married,$120K +,1,48,5,2,30967.0,817.0,1473,35
714902283,NO,43.0,M,High School,Married,$80K - $120K,1,36,5,3,7866.0,0.0,2843,53
789309558,NO,31.0,M,College,Married,Less than $40K,1,21,6,2,2718.0,1920.0,2570,49
713188383,NO,54.0,F,College,Married,Less than $40K,1,36,4,2,3084.0,2517.0,1446,22
719506983,NO,52.0,M,Graduate,,$80K - $120K,1,42,5,2,17302.0,1339.0,1181,30
714804483,NO,48.0,M,College,Divorced,$40K - $60K,1,36,3,3,12159.0,1665.0,1426,34
748503708,NO,54.0,F,High School,Single,Less than $40K,1,47,6,4,2797.0,1627.0,1566,36
803587533,NO,33.0,M,Uneducated,Single,$60K - $80K,1,28,6,3,2618.0,1812.0,3319,86
789777408,YES,26.0,F,Post-Graduate,Single,Less than $40K,1,15,3,2,1442.0,1428.0,1134,26
716811483,NO,30.0,F,Uneducated,Married,Less than $40K,1,24,4,2,2063.0,0.0,1859,43
714118383,NO,49.0,F,Graduate,Married,Less than $40K,1,43,4,2,8154.0,0.0,2223,72
720532908,NO,36.0,F,Unknown,Divorced,$40K - $60K,1,20,4,3,9735.0,1245.0,2967,80
765055833,NO,56.0,M,Unknown,Married,$80K - $120K,1,49,3,4,4310.0,2229.0,1645,33
715310208,NO,53.0,M,Uneducated,Married,$80K - $120K,1,36,3,3,11450.0,2129.0,2197,45
718577958,NO,39.0,M,Uneducated,Married,$120K +,1,26,2,3,8906.0,0.0,809,15
789167658,NO,34.0,M,College,Married,$60K - $80K,1,23,5,3,4245.0,1815.0,1534,34
789987183,NO,53.0,M,College,Married,$80K - $120K,1,45,4,4,21953.0,1311.0,1413,37
717730533,NO,32.0,M,Graduate,Single,$40K - $60K,1,21,6,1,1614.0,925.0,2659,63
708668283,NO,39.0,M,Graduate,Married,$80K - $120K,1,22,5,4,5140.0,2517.0,1842,36
772360683,NO,57.0,M,High School,Married,$120K +,1,46,3,3,31762.0,2517.0,1515,36
712500933,NO,48.0,F,Graduate,Single,Unknown,1,40,4,4,11692.0,648.0,2997,56
804867183,NO,37.0,M,Unknown,Married,$60K - $80K,1,30,6,2,16043.0,0.0,2599,47
826068183,NO,36.0,M,Graduate,Married,$80K - $120K,1,32,4,4,15488.0,1463.0,2916,50
820044333,NO,39.0,M,College,Divorced,$40K - $60K,1,34,3,3,2503.0,2185.0,4157,58
714211533,NO,31.0,M,Graduate,Divorced,Less than $40K,1,36,4,3,3312.0,2491.0,2670,50
710287533,NO,31.0,M,Graduate,Single,$40K - $60K,1,36,3,2,6269.0,1169.0,2221,57
720603558,NO,36.0,M,Graduate,Single,$60K - $80K,1,36,3,2,20337.0,1605.0,2460,74
819258408,NO,47.0,F,Graduate,Single,Less than $40K,1,42,4,2,2224.0,1106.0,1698,41
717664008,YES,37.0,M,College,Married,$60K - $80K,1,19,2,3,3100.0,2517.0,694,12
717437058,NO,38.0,M,Unknown,Divorced,$60K - $80K,2,26,4,2,26437.0,681.0,2167,57
717327783,NO,39.0,M,Graduate,Married,$80K - $120K,1,27,4,2,9959.0,1476.0,2760,44
712887633,NO,39.0,M,Unknown,Single,$80K - $120K,1,36,5,3,25008.0,876.0,1753,43
716129208,NO,37.0,M,Graduate,Married,$40K - $60K,1,36,3,3,2031.0,0.0,1678,36
718037433,NO,58.0,M,Graduate,Married,$80K - $120K,1,49,6,4,1654.0,1253.0,1887,60
709839858,NO,58.0,F,Graduate,Married,Less than $40K,1,39,3,4,4608.0,1077.0,1535,31
719686458,NO,37.0,M,Graduate,Married,$40K - $60K,1,36,6,4,3908.0,1629.0,1903,30
721434483,NO,54.0,M,Graduate,Married,$80K - $120K,1,46,4,3,2798.0,1256.0,2631,55
716096358,NO,45.0,F,Uneducated,Single,Less than $40K,1,39,5,4,2551.0,2253.0,3753,63
718244958,NO,36.0,F,Graduate,Married,Unknown,1,26,5,2,8621.0,1251.0,1989,37
711315783,NO,53.0,M,Graduate,Married,$40K - $60K,1,43,6,4,7451.0,683.0,2165,49
821296083,NO,34.0,F,College,Married,Less than $40K,1,30,3,3,2617.0,1010.0,2003,47
711562833,YES,35.0,M,Graduate,Married,$80K - $120K,1,24,6,3,12634.0,0.0,717,18
716447733,NO,32.0,M,Graduate,Married,$40K - $60K,1,18,5,3,6407.0,963.0,1921,43
719591283,NO,38.0,M,Uneducated,Married,Less than $40K,1,27,6,2,1438.3,0.0,2412,58
789911808,NO,37.0,M,Uneducated,Married,$80K - $120K,1,28,6,2,2672.0,1259.0,2487,52
713195808,NO,37.0,F,High School,Married,Unknown,1,36,6,3,11948.0,1281.0,2792,51
717866133,NO,47.0,F,Graduate,Single,Less than $40K,1,36,3,3,2677.0,1390.0,2170,63
716670783,NO,52.0,F,Doctorate,Single,Unknown,1,36,3,2,24703.0,1085.0,4776,63
789197508,NO,54.0,M,High School,Married,$60K - $80K,1,43,6,3,2240.0,1580.0,1518,36
713108433,NO,53.0,M,College,Married,$80K - $120K,1,40,4,4,6052.0,1720.0,1476,37
711403383,NO,33.0,F,College,Single,Less than $40K,1,23,6,4,2562.0,1968.0,2256,70
768212583,NO,49.0,M,Graduate,Married,$60K - $80K,1,43,4,4,15377.0,1516.0,1848,49
720181758,NO,37.0,M,Doctorate,Married,$120K +,1,22,3,3,8654.0,0.0,850,18
710632683,NO,31.0,M,Uneducated,Married,$40K - $60K,1,24,5,2,1438.3,0.0,2308,49
711836733,NO,43.0,M,Graduate,Single,$120K +,1,31,3,3,1438.3,0.0,1867,45
771183933,NO,39.0,M,Uneducated,Married,$80K - $120K,1,26,6,2,16040.0,1220.0,1923,49
711327558,NO,38.0,M,High School,Married,$40K - $60K,1,36,3,3,2801.0,1980.0,1600,45
788971308,NO,62.0,F,Uneducated,Married,Less than $40K,1,49,5,4,2658.0,1158.0,1809,41
718950483,NO,58.0,F,Unknown,Married,$40K - $60K,1,48,3,3,12423.0,1910.0,1208,38
714278958,NO,39.0,F,High School,Married,Unknown,1,27,6,1,9347.0,1988.0,2201,46
711817158,NO,30.0,M,College,Divorced,$40K - $60K,1,22,3,3,3143.0,1075.0,2510,57
765824058,NO,46.0,M,Doctorate,Married,$80K - $120K,1,39,3,3,5106.0,1539.0,3784,74
710109633,NO,39.0,M,College,Married,$60K - $80K,1,31,6,3,9871.0,1061.0,1683,34
713643858,NO,53.0,F,College,Married,$40K - $60K,1,43,4,4,1525.0,1411.0,1911,47
716399583,NO,34.0,M,Uneducated,Married,$120K +,1,36,6,2,19630.0,1251.0,2286,39
714516783,NO,54.0,F,Graduate,Divorced,Less than $40K,2,36,4,3,12547.0,1378.0,3360,56
710490708,NO,54.0,M,High School,Single,$80K - $120K,1,36,4,1,17686.0,0.0,2047,46
780662133,NO,39.0,M,Uneducated,Married,$60K - $80K,1,28,6,3,3257.0,2517.0,1534,35
715389708,NO,36.0,F,Graduate,Married,Less than $40K,1,28,4,3,4824.0,2517.0,1516,32
789607983,NO,38.0,M,High School,Married,$40K - $60K,1,32,6,6,8603.0,1046.0,1758,40
720171033,NO,45.0,M,Unknown,Married,$60K - $80K,1,36,6,1,11498.0,1577.0,4014,70
815104608,NO,28.0,F,Graduate,Divorced,Less than $40K,1,23,5,1,3818.0,584.0,2947,87
719660658,NO,37.0,F,High School,Single,Unknown,1,36,6,2,16594.0,1931.0,2134,47
714159858,NO,57.0,M,Graduate,Married,$40K - $60K,1,48,4,2,5387.0,2047.0,1546,36
714225333,NO,48.0,F,Graduate,Married,Less than $40K,1,36,5,1,2930.0,773.0,1545,21
712204308,NO,33.0,M,Unknown,Single,$40K - $60K,1,36,6,1,10023.0,504.0,2878,65
718468158,NO,38.0,M,Uneducated,Married,$60K - $80K,1,25,6,2,9303.0,1599.0,2261,37
711575058,NO,36.0,M,Unknown,Married,$60K - $80K,1,36,4,2,2956.0,2411.0,1896,31
735417408,NO,37.0,M,High School,Married,$60K - $80K,1,30,4,1,2218.0,1266.0,1941,58
717171408,NO,36.0,M,Unknown,Married,$80K - $120K,1,26,6,2,9959.0,0.0,2021,41
814312308,NO,54.0,F,Uneducated,Married,$40K - $60K,1,49,5,3,5335.0,1373.0,1435,29
711786108,NO,52.0,M,Graduate,Married,$60K - $80K,1,43,3,3,7187.0,2014.0,1159,26
712905708,NO,53.0,F,Graduate,Married,Less than $40K,1,39,5,2,2590.0,1564.0,1188,40
720050208,NO,27.0,F,High School,Single,Less than $40K,1,19,4,1,4255.0,1748.0,2236,57
793952133,NO,32.0,F,High School,Married,Less than $40K,1,26,6,2,2778.0,2312.0,1680,33
798140283,NO,57.0,M,Graduate,Married,$120K +,1,51,4,3,10711.0,1970.0,1180,29
720427683,NO,58.0,M,Uneducated,,$120K +,1,46,2,3,,0.0,2171,48
789970233,NO,54.0,F,High School,,Less than $40K,1,45,6,1,2513.0,1126.0,1454,30
713893308,NO,45.0,M,Graduate,Divorced,,1,37,4,1,3291.0,1607.0,1984,38
718843608,NO,36.0,F,Post-Graduate,Divorced,Less than $40K,1,25,5,2,8917.0,1091.0,3327,80
752085108,NO,39.0,F,Graduate,Married,$40K - $60K,1,29,3,5,4955.0,1157.0,1824,38
789435783,NO,39.0,F,Graduate,Married,$40K - $60K,1,30,6,1,2909.0,1274.0,1532,26
711032058,NO,34.0,M,High School,Single,$80K - $120K,2,21,6,4,34516.0,2517.0,2901,75
784719708,NO,54.0,F,Uneducated,Married,$40K - $60K,1,43,5,1,1438.3,0.0,1707,41
804663258,NO,54.0,M,High School,Married,$80K - $120K,1,49,3,1,14015.0,2065.0,1903,49
716900433,NO,36.0,M,Graduate,Married,$60K - $80K,1,28,6,2,2540.0,1402.0,2384,61
720909408,NO,37.0,M,High School,Divorced,$120K +,1,24,4,2,3497.0,1665.0,2337,61
712187808,NO,27.0,M,Uneducated,Married,$40K - $60K,1,15,4,3,3682.0,0.0,1826,35
718428033,NO,55.0,F,Graduate,Single,Less than $40K,1,41,6,2,4430.0,1543.0,3395,70
714892533,NO,26.0,M,Unknown,Single,Unknown,1,16,5,3,3877.0,0.0,2473,33
714985458,NO,56.0,M,Graduate,Married,$60K - $80K,1,36,3,2,15124.0,1974.0,1850,44
716647983,NO,58.0,F,Graduate,Married,Less than $40K,1,53,5,3,7712.0,962.0,1574,34
712340733,NO,42.0,F,Graduate,Unknown,Unknown,1,34,5,2,19373.0,1142.0,1792,48
719293533,NO,30.0,M,College,Single,Unknown,1,13,3,3,21590.0,2517.0,2567,70
715257708,NO,38.0,M,High School,Married,$60K - $80K,1,32,4,2,3657.0,1687.0,2758,55
708331758,NO,47.0,F,Uneducated,Divorced,Unknown,2,35,3,1,32444.0,1843.0,3725,60
709501683,NO,33.0,F,Graduate,Single,$40K - $60K,1,24,5,1,5830.0,1665.0,2263,60
711692508,YES,54.0,F,Post-Graduate,Married,Less than $40K,1,47,3,4,1438.3,0.0,1154,22
715612983,NO,65.0,F,Graduate,Single,Unknown,1,55,5,2,6463.0,1660.0,2336,49
709674333,NO,33.0,M,High School,Single,$60K - $80K,1,23,4,2,2400.0,0.0,2677,70
805522758,NO,44.0,F,Doctorate,Divorced,Less than $40K,1,39,5,2,2311.0,1830.0,1701,33
781013958,NO,57.0,F,Unknown,Married,$40K - $60K,1,48,4,2,3585.0,1244.0,1344,37
717495258,NO,34.0,M,Uneducated,Married,$80K - $120K,1,25,6,3,9131.0,916.0,1893,36
795052083,NO,63.0,F,Uneducated,Single,$40K - $60K,1,56,3,6,1438.3,0.0,3630,71
773389908,NO,37.0,F,High School,Single,Less than $40K,1,31,5,1,1438.3,0.0,2075,66
719320833,NO,39.0,M,Post-Graduate,,$60K - $80K,1,36,6,3,5471.0,2056.0,1992,46
816843933,NO,39.0,M,High School,Married,$80K - $120K,1,34,6,3,8823.0,1541.0,1961,32
789196158,NO,55.0,M,Graduate,Married,$60K - $80K,1,44,6,2,2173.0,1520.0,1485,26
717930483,NO,37.0,M,Graduate,Single,$120K +,1,25,3,3,5616.0,0.0,1564,31
773442258,NO,57.0,M,Doctorate,Married,$80K - $120K,1,51,5,2,8571.0,1616.0,1397,28
719872833,NO,45.0,F,Graduate,Divorced,Less than $40K,1,36,6,6,2803.0,0.0,3347,71
721491258,NO,53.0,M,Graduate,Married,$80K - $120K,1,36,3,2,3924.0,2517.0,1417,30
770575233,NO,37.0,M,Graduate,Single,$60K - $80K,1,23,6,1,5663.0,1149.0,2553,61
715800708,NO,60.0,F,Uneducated,Married,Less than $40K,1,49,3,1,3955.0,2000.0,1560,43
719996958,NO,29.0,F,Uneducated,Single,Less than $40K,1,23,5,3,7997.0,0.0,2208,56
719889408,NO,56.0,F,Uneducated,Married,Less than $40K,1,36,4,1,3652.0,1351.0,1561,39
708811233,NO,37.0,M,Graduate,Married,$80K - $120K,1,27,4,2,12702.0,2008.0,1992,40
